Text_id,site,url,title,date,author,full_text,datetime,text,text_clean,tokenized,no_stop,num_wds,uniq_wds
0,protothema.gr,https://www.protothema.gr/technology/article/1752308/apo-tin-tesla-kai-tin-amazon-eos-ti-disney-ta-anthropoeidi-robot-bainoun-sti-zoi-mas/?utm_source=rss,,2026-01-03 22:40:00+02:00,Κώστας Μαρτάκης,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-01-03 22:40:00+02:00,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,το πρόγραμμα eurolifesyn της eurolife ffh συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,"['το', 'πρόγραμμα', 'eurolifesyn', 'της', 'eurolife', 'ffh', 'συνδυάζει', 'διαφορετικές', 'ασφαλιστικές', 'ανάγκες', 'και', 'προσφέρει', 'κλιμακωτές', 'εκπτώσεις', 'στα', 'ασφάλιστρα']",16,16
