headline,date,parsed_date,author,summary,url,page
Η Meta διαβάζει πλέον τα μηνύματά μας στο Instagram: Η «σιωπηλή» αλλαγή και ο ρόλος της AI,,,,"Γιατί ο Ζούκερμπεργκ καταργεί την κρυπτογράφηση E2EE στο Instagram; Η προστασία των παιδιών, ο ρόλος της τεχνητής νοημοσύνης και οι εφαρμογές που παραμένουν «ασφαλείς».",https://www.tovima.gr/2026/05/08/texnologia/instagram-telos-i-idiotikotita-i-meta-diavazei-ta-minymata-mas/,4
"Τέλος τα «μυστικά» μηνύματα στο Instagram από σήμερα - Τα DMs, τα απόρρητα και οι αλλαγές",,,,"Τα DMs στο Instagram από σήμερα παύουν να είναι απροσπέλαστα. Τι αλλάζει στην επικοινωνία, ποιοι θα έχουν πρόσβαση στις συνομιλίες σας και η σφοδρή κόντρα που ξέσπασε.",https://www.tovima.gr/2026/05/08/texnologia/instagram-oles-oi-allages-pou-tha-deite-apo-simera-stin-efarmofi/,4
Το τέλος των κωδικών πρόσβασης: Πώς η ΤΝ αλλάζει την ψηφιακή ασφάλεια,,,,"Οι παραδοσιακοί κωδικοί πρόσβασης δεν αρκούν πλέον για να προστατεύσουν τους χρήστες και τις επιχειρήσεις, καθώς η τεχνητή νοημοσύνη, και τα deepfakes μεταμορφώνουν ραγδαία το τοπίο των ψηφιακών απειλών",https://www.tovima.gr/2026/05/07/texnologia/to-telos-ton-kodikon-prosvasis-pos-i-tn-allazei-tin-psifiaki-asfaleia/,4
"Ποιοι είναι οι AI jailbreakers, οι χάκερ που «κοροϊδεύουν» τα Μεγάλα Γλωσσικά Μοντέλα",,,Κωνσταντίνος Δέδες,"Ο χώρος του AI jailbreaking γίνεται όλο και πιο ανταγωνιστικός, γεμάτος με δραστήριους ελεύθερους επαγγελματίες και εξειδικευμένες εταιρείες.",https://www.tovima.gr/2026/05/02/texnologia/einai-to-ai-jailbreaking-to-epaggelma-tou-mellontos-oi-xaker-pou-kanoun-kalyteri-tin-texniti-noimosyni/,4
«Μπλόκο» του Πεκίνου στην εξαγορά της Manus από τη Meta: Κορυφώνεται ο τεχνολογικός «ψυχρός πόλεμος»,,,,Η ρυθμιστική αρχή της Κίνας προχώρησε τη Δευτέρα στην απαγόρευση της εξαγοράς της κινεζικής startup τεχνητής νοημοσύνης Manus από τον αμερικανικό κολοσσό Meta.,https://www.tovima.gr/2026/04/27/texnologia/mploko-tou-pekinou-stin-eksagora-tis-manus-apo-ti-meta-koryfonetai-o-texnologikos-psyxros-polemos/,4
"Έλον Μασκ εναντίον AI: Ξεκινά η δίκη της δεκαετίας, το στοίχημα των 180 δισ. δολαρίων",,,,"Παρά το γεγονός ότι ο Έλον Μασκ εισέρχεται στη διαδικασία ως το απόλυτο αουτσάιντερ, η δίκη-σταθμός για το μέλλον της AI αναμένεται να αποκαλύψει άγνωστες πτυχές της κόντρας του με τον Sam Altman",https://www.tovima.gr/2026/04/27/the-wall-street-journal/elon-mask-enantion-ai-ksekina-i-diki-tis-dekaetias-to-stoixima-ton-180-dis-dolarion/,4
"«Δεν είναι απλώς» ότι γράφουμε όλοι με ChatGPT, αλλά ότι σωπαίνουμε",,,Κωνσταντίνος Δέδες,"Ένα μεγάλο μέρος της ελληνικής κοινωνίας χρησιμοποιεί το ChatGPT. Γράφουμε τα ίδια, αλλά κανείς δεν μιλάει. Έτσι κάνουν οι συνένοχοι.",https://www.tovima.gr/2026/04/25/texnologia/ftanei-me-to-chatgpt-as-grapsoume-kai-kati-diko-mas/,4
Google: Επενδύει έως και 40 δισ. δολάρια στην Anthropic,,,Δημήτρης Σταμούλης,Η Anthropic σύναψε συμφωνία με την Broadcom και την Google για υπολογιστική ισχύ τεχνητής νοημοσύνης νωρίτερα αυτό το μήνα,https://www.tovima.gr/2026/04/24/texnologia/google-ependyei-eos-kai-40-dis-dolaria-stin-anthropic/,4
Οι τεχνολογίες σαν ναρκωτικά και η ανθρώπινη αλλαγή από τα Social Media,,,Μιχαέλα Μαρία Δεριζιώτη,"Ο εθισμός και τα social media στη ζωή παιδιών και εφήβων βρέθηκαν στο επίκεντρο της «Μεγάλης Εικόνας» στο MEGA, σε μια συζήτηση που αποκτά ιδιαίτερη σημασία, εν μέσω των κυβερνητικών σχεδίων για περιορισμό της πρόσβασης ανηλίκων στις ψηφιακές πλατφόρμες",https://www.tovima.gr/2026/04/24/society/i-megali-eikona-enos-synthetou-zitimatos-oi-texnologies-san-narkotika-kai-i-anthropini-allagi-apo-ta-social-media/,4
Τέλος εποχής στην Apple - Νέος CEO ο Τέρνους - Αλλάζει ρόλο μετά από 15 χρόνια ο Τιμ Κουκ,,,,Ο Τιμ Κουκ ανακοίνωσε ότι θα παραιτηθεί από τη θέση του CEO της Apple έπειτα από 15 χρόνια - Αντικαταστάτης του θα είναι ο Τζον Τέρνους.,https://www.tovima.gr/2026/04/20/texnologia/telos-epoxis-stin-apple-neos-ceo-o-ternous-allazei-rolo-meta-apo-15-xronia-o-tim-kouk/,4
Πάσχετε από bixonimania; Η ψεύτικη ασθένεια που ξεγέλασε τη Τεχνητή Νοημοσύνη,,,,Μια ερευνήτρια δημιούργησε μια φανταστική ασθένεια για να δοκιμάσει τα chatbots της Τεχνητής Νοημοσύνης,https://www.tovima.gr/2026/04/20/texnologia/pasxete-apo-bixonimania-i-pseytiki-astheneia-pou-ksegelase-ti-texniti-noimosyni/,4
Πώς οι έφηβοι στην Αυστραλία κατάφεραν να «πάρουν πίσω» τα social media,,,Μιχαέλα Μαρία Δεριζιώτη,"Η Αυστραλία έγινε η πρώτη χώρα που απαγόρευσε τα social media για ανηλίκους κάτω των 16 ετών, όμως λίγους μήνες μετά, η εφαρμογή του μέτρου δείχνει περιορισμένη αποτελεσματικότητα, με τους περισσότερους έφηβους να συνεχίζουν να έχουν πρόσβαση στις πλατφόρμες",https://www.tovima.gr/2026/04/18/world/poios-eipe-oti-to-montelo-tis-aystralias-gia-tin-apagoreysi-ton-social-media-petyxe/,4
Από τα χαρακώματα στις οθόνες: Πώς το Ιράν κερδίζει τον πόλεμο,,,,Οι Ιρανοί content creators της Gen Z εξαπολύουν μια ψηφιακή αντεπίθεση που αφήνει τη Δύση αμήχανη - Ένα εύστοχο meme μπορεί να αποδειχθεί πιο καταστροφικό από ένα χτύπημα ακριβείας,https://www.tovima.gr/2026/04/15/texnologia/pos-to-iran-tapeinonei-tis-ipa-ston-polemo-lego-ai-kai-sarkasmos/,4
"Τζόναθαν Χάιντ, ο ψυχολόγος που «φωνάζει» για τα social media και τους ανήλικους - Το πείραμα του Άρη",,,Κωνσταντίνος Δέδες,"Με αφορμή το μπλόκο στα social media για ανήλικους κάτω των 15, γνωρίζουμε καλύτερα τον viral κοινωνικό ψυχολόγο, Τζόναθαν Χάιντ.",https://www.tovima.gr/2026/04/09/texnologia/tzonathan-xaint-o-polemios-ton-othonon-kai-tis-xrisis-ton-social-media-apo-tous-anilikous/,4
Τεχνητή Νοημοσύνη και διακυβέρνηση: Tι πρέπει να γνωρίζει ένας υπουργός;,,,Γιώργος Ναθαναήλ,Το ερώτημα δεν είναι αν ένας υπουργός πρέπει να «καταλαβαίνει» την ΤΝ. Είναι τι ακριβώς πρέπει να καταλαβαίνει —και τι μπορεί να αναθέσει με ασφάλεια σε άλλους,https://www.tovima.gr/2026/04/07/texnologia/texniti-noimosyni-kai-diakyvernisi-ti-prepei-na-gnorizei-enas-ypourgos/,4
Φόρος στα ρομπότ και «τέλος» στον καπιταλισμό: Το «μανιφέστο» του Σαμ Άλτμαν για την ΑΙ,,,,"Ο άνθρωπος που ηγείται της κούρσας για την Τεχνητή Νοημοσύνη, Σαμ Άλτμαν ζητά από το κράτος, σε 13 σελίδες, να φορολογήσει και να ρυθμίσει την τεχνολογία που ο ίδιος δημιουργεί.",https://www.tovima.gr/2026/04/06/texnologia/foros-sta-rompot-kai-4imeri-ergasia-to-manifesto-tou-sam-altman-gia-to-telos-tou-kapitalismou/,4
"Οι αλγόριθμοι μάς ελέγχουν, αλλά μπορούμε και να αντισταθούμε",,,Δημήτρης Ελαφρόπουλος,"Είναι οι αλγόριθμοι μόνο εργαλεία ελέγχου; Οι Τιτζιάνο Μπονίνι και Εμιλιάνο Τρερέ εξηγούν στο «ΒΗΜΑ» πώς εργαζόμενοι και ακτιβιστές «απαντούν» στην εξουσία των πλατφορμών, μετατρέποντας τον κώδικα σε εργαλείο αντίστασης και την ψηφιακή απομόνωση σε νέα συλλογική δράση.",https://www.tovima.gr/2026/04/05/texnologia/xakarontas-tin-eksousia-otan-o-xristis-apanta-ston-algorithmo/,4
Η Τεχνητή Νοημοσύνη αναλαμβάνει το φλερτ στο Tinder - Πώς θα βρίσκει το σωστό ταίρι,,,,Το Tinder φέρνει την επανάσταση στο online dating χρησιμοποιώντας Τεχνητή Νοημοσύνη - Πώς το νέο AI εργαλείο θα αναλύει την προσωπικότητά και τις φωτογραφίες σας για να σας βρει το τέλειο ταίρι,https://www.tovima.gr/2026/04/01/texnologia/tinder-i-texniti-noimosyni-analamvanei-to-flert/,4
Μισός αιώνας Apple: Από ένα γκαράζ στις καινοτομίες που άλλαξαν τον κόσμο,,,Κωνσταντίνος Δέδες,Η επίσημη ημερομηνία «γέννησης» της Apple είναι 1η Απριλίου του μακρινού 1976. Από τότε άλλαξαν πολλά - κυρίως ο κόσμος όπως τον ξέρουμε.,https://www.tovima.gr/2026/04/01/texnologia/misos-aionas-apple-pos-ena-misofagomeno-milo-syndiamorfose-ti-sygxroni-koultoura/,4
Εκτοξεύθηκαν 5 ελληνικοί μικροδορυφόροι,,,,Βρίσκονται πλέον σε τροχιά γύρω από τη Γη στο πλαίσιο του «Εθνικού Προγράμματος Μικροδορυφόρων»,https://www.tovima.gr/2026/03/30/texnologia/ektokseythikan-5-ellinikoi-mikrodoryforoi/,4
20 χρόνια X (Twitter): Από το πρώτο tweet στην πιο ισχυρή μηχανή ενημέρωσης,,,Δημήτρης Γαλάνης,"Από το ιστορικό «just setting up my twttr» του Jack Dorsey μέχρι την εποχή του Elon Musk, το X συμπληρώνει δύο δεκαετίες αλλάζοντας ριζικά τον τρόπο που παράγεται και διαδίδεται η είδηση",https://www.tovima.gr/2026/03/23/texnologia/20-xronia-x-twitter-apo-to-proto-tweet-stin-pio-isxyri-mixani-enimerosis/,5
Από τη Μόνα Λίζα στο Ask Mona: Πώς η τεχνητή νοημοσύνη κάνει τα μουσεία προσιτά,,,Δημήτρης Ελαφρόπουλος,"Ο Βαλεντάν Σμιτ, συνιδρυτής του Ask Mona, της εφαρμογής που φιλοδοξεί να φέρει τον πολιτισμό πιο κοντά στο κοινό, εξηγεί στο ΒΗΜΑ πώς η τεχνητή νοημοσύνη μπορεί να μειώσει τον «εκφοβισμό» του μουσείου και μας φέρει σε ουσιαστική επικοινωνία με την τέχνη.",https://www.tovima.gr/2026/03/18/texnologia/valentan-smit-o-anthropos-pou-thelei-na-kanei-ta-mouseia-pio-thelktika-meso-tis-tenxitis-noimosynis/,5
Η Google καταργεί λειτουργία AI που δίνει ιατρικές συμβουλές,,,,"Η Google προσπάθησε να υποβαθμίσει τα ευρήματα, υποστηρίζοντας ότι οι περιλήψεις παρέπεμπαν σε αξιόπιστες πηγές και συνιστούσαν τη συμβουλή ειδικού",https://www.tovima.gr/2026/03/16/texnologia/i-google-aposyrei-leitourgia-ai-pou-pareixe-iatrikes-symvoules-apo-erasitexnes/,5
Σε ποιον ανήκει η δημόσια σφαίρα; Η αλγοριθμική κυριαρχία στα social media,,,Δημήτρης Ελαφρόπουλος,Οι όροι της ψηφιακής μας ζωής καθορίζονται λιγότερο από διαδικασίες δημοκρατικής διαβούλευσης και περισσότερο από τους αδιαφανείς αλγορίθμους των μεγάλων πλατφορμών.,https://www.tovima.gr/2026/03/14/the-key-issue/se-poion-anikei-i-dimosia-sfaira/,5
Οι φονικοί αλγόριθμοι: Από το Project Maven στον φόβο για αλγοριθμικό πόλεμο,,,Γιώργος Ναθαναήλ,"Με τη χρήση συστημάτων όπως το Maven που συνεργάζεται με μεγάλα μοντέλα ΤΝ, αυτή η διαδικασία μπορεί να συμπιεστεί σε ώρες ή και λεπτά",https://www.tovima.gr/2026/03/11/texnologia/oi-fonikoi-algorithmoi-apo-to-project-maven-ston-fovo-gia-algorithmiko-polemo/,5
Ιωσήφ Σηφάκης: «Η επανάσταση της Τεχνητής Νοημοσύνης έχει μόλις αρχίσει»,,,Άγγελος Αλεξόπουλος,"Ο Αγγελος Αλεξόπουλος συνομιλεί με τον Ιωσήφ Σηφάκη, κορυφαίο επιστήμονα των υπολογιστών, ο οποίος εξηγεί ποια πρέπει να είναι η στάση του ανθρώπου απέναντι στην Τεχνητή Νοημοσύνη. Πού μπορούμε να την εμπιστευτούμε και πού πρέπει να τη «φοβόμαστε»;",https://www.tovima.gr/print/texnologia/o-aplos-kanonascrgia-to-mayro-kouti/,5
Υπάρχει τελικά φιλία μεταξύ Ελλήνων και AI;,,,Μιχαέλα Μαρία Δεριζιώτη,"Ο νέος «φίλος» των Ελλήνων δεν έχει σπίτι, αλλά έχει βρει θέση στην καθημερινότητά τους - Νέα έρευνα της διαΝΕΟσις, χαρτογραφεί τη νέα πραγματικότητα, εκεί όπου οι απορίες της στιγμής δεν λύνονται πια με έναν καφέ, αλλά με ένα chat σε μια οθόνη",https://www.tovima.gr/2026/03/07/texnologia/apo-ergaleio-kollitos-filos-giati-oi-ellines-eksomologountai-ta-mystika-tous-stin-texniti-noimosyni/,5
ΕΡΕΥΝΑ: Τι πιστεύουν οι Έλληνες για την Τεχνητή Νοημοσύνη;,,,Δημήτρης Ελαφρόπουλος,"Πανελλαδική έρευνα που εκπονήθηκε από τη Metron Analysis για τη διαΝΕΟσις φέρνει στο φως για πρώτη φορά σημαντικά ευρήματα σχετικά με τις αντιλήψεις, τις στάσεις αλλά και τη χρήση της Τεχνητής Νοημοσύνης στην Ελλάδα.",https://www.tovima.gr/2026/03/07/to-vima-intelligence/ti-pisteyoun-oi-ellines-gia-tin-texniti-noimosyni/,5
"Microsoft: Αυτό θα είναι το μέλλον της ΑΙ σε επιστήμη και καθημερινότητα, σύμφωνα με τον CEO της εταιρείας",,,Γιώργος Πολυμενέας,"Το ΒΗΜΑ βρέθηκε στο Λονδίνο για την κεντρική ομιλία του Σάτια Ναντέλα για το Microsoft AI Tour. Η Τεχνητή Νοημοσύνη παύει να είναι εργαλείο και μετατρέπεται σε οικοσύστημα. Οι agents λειτουργούν χωρίς συνεχή ανθρώπινη καθοδήγηση, ενώ μοντέλα όπως το GigaTime δημιουργούν σε δευτερόλεπτα ψηφιακή χαρτογράφηση του καρκίνου, αλλάζοντας τον ρυθμό της επιστημονικής έρευνας.",https://www.tovima.gr/2026/03/05/texnologia/apo-ta-chatbots-stous-ai-agents-pos-i-nea-epoxi-tis-texnitis-noimosynis-allazei-tin-kathimerinotita-kai-tin-epistimi/,5
Πουλάνε τα στοιχεία μας online: Το άγνωστο εργαλείο της Google που μας προστατεύει,,,,Με μια πολύ απλή διαδικασία μπορούμε να προστατεύσουμε τα προσωπικά μας δεδομένα και κάνουμε πιο δύσκολο σε κάποιον που το επιθυμεί να βρει τις πληροφορίες μας στην Google.,https://www.tovima.gr/2026/03/05/texnologia/bbc-to-agnosto-ergaleio-pou-prostateyei-tin-idiotikotita-mas-sto-diadiktyo/,5
Ιράν: Ρωσικό λογισμικό αναγνώρισης προσώπου στα χέρια του καθεστώτος της Τεχεράνης,,,,"Από το 2023, η NtechLab βρίσκεται υπό τις κυρώσεις της Ευρωπαϊκής Ένωσης για παροχή τεχνικής υποστήριξης που συνδέεται με σοβαρές παραβιάσεις ανθρωπίνων δικαιωμάτων στη Ρωσία",https://www.tovima.gr/2026/03/04/world/rosiko-logismiko-anagnorisis-prosopou-sta-xeria-tou-iranikou-kathestotos/,5
"TikTok: Το πιο πετυχημένο πείραμα του 21ου αιώνα με 1,5 δισ. εθελοντές",,,Κώστας Μπουρούσης,"Με οδηγό τον αλγόριθμο και καύσιμο τη σύντομη μορφή, το TikTok, που φέτος γίνεται δέκα ετών, επιτάχυνε τον ρυθμό κατανάλωσης πληροφορίας, επηρεάζοντας από τη μουσική και την πολιτική έως τη λειτουργία της μνήμης και της συγκέντρωσης του ανθρώπινου εγκεφάλου.",https://www.tovima.gr/2026/02/26/society/10-xronia-tiktok-i-thriskeia-tou-15-disekatommyriou-piston/,5
Ο Ναρέντρα Μόντι για το μέλλον της ΑΙ μετά την Σύνοδο Κορυφής στην Ινδία,,,,"Η Τεχνητή Νοημοσύνη καθιστά τις μηχανές έξυπνες, αλλά ακόμη περισσότερο, αποτελεί έναν πολλαπλασιαστή δύναμης για τις ανθρώπινες προθέσεις. Το να κάνουμε την ΤΝ ανθρωποκεντρική αντί για μηχανοκεντρική, είναι ζωτικής σημασίας",https://www.tovima.gr/2026/02/24/world/diamorfonontas-ena-anthropokentriko-mellon-gia-tin-tn-synodos-koryfis-gia-ton-antiktypo-tis-texnitis-noimosynis-2026/,5
Στο Ινστιτούτο Τσίπρα «προτεραιότητα μας είναι η μετάβαση από την παθητική δημοσιοποίηση στη δυναμική διακυβέρνηση»,,,Δημήτρης Ελαφρόπουλος,"Ο Βαγγέλης Κάνουλας, Καθηγητής Τεχνητής Νοημοσύνης στο Πανεπιστήμιο του Άμστερνταμ και Μέλος του Επιστημονικού Συμβουλίου του Ινστιτούτου Αλέξη Τσίπρα, εξηγεί στο ΒΗΜΑ πως μπορεί να αντικατασταθεί η  «Διαύγεια» με την πλατφόρμα «ΔΙΑΦΑΝΕΙΑ», με στόχο λογοδοσία στη ροή του δημόσιου χρήματος.",https://www.tovima.gr/2026/02/22/politics/sto-institouto-tsipra-proteraiotita-mas-einai-i-metavasi-apo-tin-pathitiki-dimosiopoiisi-sti-dynamiki-diakyvernisi/,5
Η κινεζική εφαρμογή AI που σκόρπισε τον πανικό στο Χόλιγουντ,,,Κωνσταντίνος Δέδες,"Mπορεί να παράγει βίντεο ποιότητας κινηματογράφου, με ηχητικά εφέ και διαλόγους, από λίγες μόνο γραπτές οδηγίες",https://www.tovima.gr/2026/02/22/texnologia/giati-to-xoligount-fovatai-mia-kineziki-efarmogi-texnitis-noimosynis/,5
Ο ΟΗΕ ιδρύει επιτροπή για τον «έλεγχο» της Τεχνητής νοημοσύνης από τον άνθρωπο,,,,"«Η επιστήμη πληροφορεί, αλλά οι άνθρωποι λαμβάνουν αποφάσεις. Σκοπός μας είναι να κάνουμε τον έλεγχο από τον άνθρωπο πραγματικότητα», τόνισε ο κ. Γκουτέρες.",https://www.tovima.gr/2026/02/20/texnologia/o-oie-idryei-epitropi-gia-ton-elegxo-tis-texnitis-noimosynis-apo-ton-anthropo/,5
AI Factory: Το «εργοστάσιο» Τεχνητής Νοημοσύνης της Ελλάδας,,,Ακης Σκέρτσος,"Ο υπουργός Επικρατείας, Άκης Σκέρτσος, εξηγεί τις θέσεις της κυβέρνησης σχετικά με το ελληνικό «εργοστάσιο» Τεχνητής Νοημοσύνης και πώς το Pharos θα αλλάξει το τεχνολογικό οικοσύστημα της χώρας",https://www.tovima.gr/2026/02/19/opinions/ti-einai-to-pharos-to-elliniko-ai-factory-kai-poioi-tha-ofelithoun-apo-ti-leitourgia-tou/,5
Το στοίχημα της Ελλάδας στην εποχή της τεχνητής νοημοσύνης,,,Δημήτρης Ελαφρόπουλος,"Η ανατομία της Συνόδου India-AI Impact Summit 2026, οι κεντρικοί άξονες και οι άνθρωποι κλειδιά",https://www.tovima.gr/2026/02/18/politics/apo-tin-athina-sto-neo-delxi-to-stoixima-tis-elladas-stin-epoxi-tis-texnitis-noimosynis/,5
Έπεσε το X στην Ελλάδα και σε άλλες χώρες του κόσμου,,,,"Πολλοί χρήστες αναφέρουν δυσκολίες στην πρόσβαση στο X τόσο στην εφαρμογή, όσο και στον ιστότοπο, με μηνύματα σφάλματος όπως «Something went wrong. Please try again later» (Παρουσιάστηκε κάποιο πρόβλημα. Επαναλάβετε τη φόρτωση).",https://www.tovima.gr/2026/02/16/texnologia/x-epese-i-platforma-stin-ellada-kai-se-alles-xores-tou-kosmou/,5
"«Τι να φορέσω σήμερα;» - Γιατί ρωτάμε διαρκώς την ΑΙ για μόδα, υγεία, διατροφή",,,Δημήτρης Ελαφρόπουλος,"«Τι να φορέσω; Τι να φάω; Πώς να διαχειριστώ έναν τσακωμό;» Για χιλιάδες νέους, η τεχνητή νοημοσύνη είναι ο καθημερινός σύμβουλος μόδας, διατροφής και υγείας, ενώ την ίδια στιγμή η Ελλάδα εμφανίζεται πρώτη στη χρήση Παραγωγικής Τεχνητής Νοημοσύνης στην Ευρωπαϊκή Ένωση.",https://www.tovima.gr/2026/02/14/to-vima-intelligence/ti-na-foreso-simera-giati-o-ellinas-rota-diarkos-tin-texniti-noimosyni-gia-moda-ygeia-diatrofi/,5
«Ζω από το AI»: Ο Γιώργος κάνει τη δουλειά που φοβόμαστε,,,Κωνσταντίνος Δέδες,"Η ιστορία του Γιώργου Σταυρόπουλου, που από την απλή χρήση του ChatGPT έφτασε να βιοπορίζεται αποκλειστικά από την τεχνητή νοημοσύνη.",https://www.tovima.gr/2026/02/08/texnologia/otan-i-texniti-noimosyni-ginetai-epaggelma/,6
100 χρόνια Ακαδημία Αθηνών: Η γνώση στην εποχή της Τεχνητής Νοημοσύνης,,,Μιχαέλα Μαρία Δεριζιώτη,"Καθώς η τεχνητή νοημοσύνη επαναπροσδιορίζει τη γνώση, η Ακαδημία Αθηνών γιορτάζει τα 100 χρόνια της όχι με επετειακές βεβαιότητες, αλλά με ένα διεθνές συμπόσιο που θέτει το ερώτημα της ίδιας της επικαιρότητας στον σύγχρονο κόσμο",https://www.tovima.gr/2026/02/08/society/i-gnosi-stin-epoxi-tis-texnitis-noimosynis-diethnes-symposio-gia-ta-100-xronia-tis-akadimias-athinon/,6
"Τι θα γίνει αν οι ΗΠΑ τραβήξουν την πρίζα; Η Ευρώπη ψάχνει Plan B για όπλα, δορυφόρους, Internet",,,Μανώλης Σπινθουράκης,"Εδώ και έξι μήνες οι δικαστές του Δικαστηρίου της Χάγης δεν έχουν πρόσβαση σε Microsoft, Amazon, Visa και Mastercard γιατί κάποιες αποφάσεις τους δεν ήταν αρεστές - Τι θα γίνει στην Ευρώπη αν ο αμερικανός πρόεδρος απαγορεύσει στους τεχνολογικούς κολοσσούς να παρέχουν τις υπηρεσίες τους;",https://www.tovima.gr/print/world/symmaxia-nai-cralla-i-texnologia/,6
Moltbook: Και εγένετο… η πρώτη κοινωνική πλατφόρμα αποκλειστικά για AI agents,,,Μαρίλια Μαυρικίου,Τι συμβαίνει όταν οι μηχανές αποκτούν το δικό τους social network και οι άνθρωποι απλά παρακολουθούν; Πώς λειτουργεί η πλατφόρμα και τι λένε τα AI bots για τους ανθρώπους; Κάποια μιλούν για το τέλος της ανθρωπότητας.,https://www.tovima.gr/2026/02/01/texnologia/moltbook-kai-egeneto-i-proti-koinoniki-platforma-apokleistika-gia-ai-agents/,6
"UpScrolled, η νέα εφαρμογή που απειλεί το TikTok - Γιατί έγινε viral τώρα, τι νέο φέρνει",,,Δημήτρης Γαλάνης,"Ποιος είναι ο Παλαιστίνιος που έφερε την επανάσταση στα social - Χρονολογική ροή, χωρίς λογοκρισία, χωρίς αλγόριθμους",https://www.tovima.gr/2026/01/30/world/upscrolled-i-nea-efarmogi-pou-apeilei-to-tiktok-giati-egine-viral-tora-ti-neo-fernei/,6
"Ιδιωτικότητα, ασφάλεια και AI οι μεγαλύτεροι κίνδυνοι για τις τηλεπικοινωνίες το 2026",,,,"Η υποτίμηση των διαρκώς μεταβαλλόμενων απαιτήσεων σε θέματα ιδιωτικότητας, ασφάλειας και εμπιστοσύνης αναδεικνύεται στον μεγαλύτερο κίνδυνο για τις εταιρείες τηλεπικοινωνιών το 2026, σύμφωνα με την ετήσια παγκόσμια έκθεση της EY «Top 10 Risks in Telecommunications»",https://www.tovima.gr/2026/01/29/texnologia/idiotikotita-asfaleia-kai-ai-oi-megalyteroi-kindynoi-gia-tis-tilepikoinonies-to-2026/,6
Η δεύτερη θητεία Τραμπ και το μεγάλο deal με τη Big Tech,,,Ευθύμιος Τσιλιόπουλος,"Πολιτική πρόσβαση, κανονιστικές ελαφρύνσεις και κρατικά συμβόλαια έφεραν τους ισχυρότερους ηγέτες της Silicon Valley πιο κοντά στον Λευκό Οίκο, αναδιαμορφώνοντας τη σχέση εξουσίας μεταξύ Ουάσινγκτον και τεχνολογικών κολοσσών.",https://www.tovima.gr/2026/01/24/texnologia/i-deyteri-thiteia-tramp-kai-to-megalo-deal-me-ti-big-tech/,6
Ίλον Μασκ από Νταβός: Τα ανθρωποειδή ρομπότ της Tesla έρχονται στο κοινό από το 2027,,,,"Ο Ίλον Μασκ ανακοίνωσε από το Νταβός ότι τα ανθρωποειδή ρομπότ της Tesla, Optimus, θα είναι διαθέσιμα στο κοινό από το τέλος του 2027 ενώ επιβεβαίωσε την επέκταση της υπηρεσίας Robotaxi, ενισχύοντας το όραμά του για μια εταιρεία στην καρδιά της τεχνολογικής καινοτομίας",https://www.tovima.gr/2026/01/23/texnologia/ilon-mask-apo-ntavos-ta-anthropoeidi-rompot-tis-tesla-erxontai-sto-koino-apo-to-2027/,6
Η μεγάλη συμφωνία του TikTok για να παραμείνει στις ΗΠΑ,,,,"Το δημοφιλές μέσο κοινωνικής δικτύωσης, που χρησιμοποιούν πάνω από 200 εκατ. Αμερικανοί, γλιτώνει την απαγόρευση, με τη δημιουργία μιας νέας αμερικανικής οντότητας και αυστηρούς κανόνες ασφαλείας",https://www.tovima.gr/2026/01/23/texnologia/tiktok-stis-ipa-nea-etaireia-neos-algorithmos-synexizetai-i-platforma/,6
«Έπεσε» το X - Αναφορές από χιλιάδες χρήστες για προβλήματα στη λειτουργία του,,,,Το πρόβλημα δεν εντοπίζεται μόνο στην Ελλάδα,https://www.tovima.gr/2026/01/16/texnologia/epese-to-x-anafores-apo-xiliades-xristes-gia-provlimata-sti-leitourgia-tou/,6
Παραβιάστηκαν ή όχι λογαριασμοί στο Instagram; «Καμπανάκι» από την ESET,,,,"Η εφαρμογή αρνήθηκε ότι υπέστη παραβίαση δεδομένων, έπειτα από την αποστολή email επαναφοράς κωδικού πρόσβασης σε μεγάλο αριθμό χρηστών",https://www.tovima.gr/2026/01/15/texnologia/instagram-odigies-pros-naytilomenous-gia-ton-fovo-kyvernoepithesis/,6
Πώς η ΑΙ ελέγχει την ψυχική μας υγεία - Τι αποκάλυψε η Βουλή,,,Ελένη Γκρήγκοβιτς,«Οι νέες τεχνολογίες και η καινοτομία στην υπηρεσία της ψυχικής υγείας» ήταν το θέμα της συνεδρίασης στην Ειδική Μόνιμη Επιτροπή Έρευνας και Τεχνολογίας της Βουλής,https://www.tovima.gr/2026/01/15/texnologia/vouli-pos-i-texnologia-mporei-na-voithisei-ti-psyxiki-ygeia/,6
Είναι ο Σαμ Αλτμαν ο Οπενχάιμερ της εποχής μας;,,,Κωνσταντίνος Δέδες,"Ένα κείμενο του 2023, που παρομοίαζε τον Αλτμαν με τον Οπνενχάιμερ, έγινε ξανά viral καθώς δίνει τη δυνατότητα για έναν μικρό απολογισμό.",https://www.tovima.gr/2026/01/14/texnologia/einai-o-sam-altman-o-openxaimer-tis-epoxis-mas/,6
Στροφή-έκπληξη της Apple - Συνεργασία με την Google για το αναβαθμισμένο Siri,,,,"Η Apple στρέφεται στην τεχνολογία της Google για να ενισχύσει το Siri, επιλέγοντας τα μοντέλα Gemini ως βάση του Apple Intelligence και χαρίζοντας στην Google μια σημαντική στρατηγική νίκη στον τομέα της τεχνητής νοημοσύνης",https://www.tovima.gr/2026/01/13/texnologia/strofi-ekpliksi-tis-apple-synergasia-me-tin-google-gia-to-anavathmismeno-siri/,6
